DDETAG001,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R1C1,8,CMS.COMM,,1
DDETAG002,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R2C1,8,BHD.RAD,,2
DDETAG003,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R3C1,8,BHD.RDP,,3
DDETAG004,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R4C1,8,BHD.RPM,,4
DDETAG005,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R5C1,8,BPT.AIS,,5
DDETAG006,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R6C1,8,BPT.RAD,,6
DDETAG007,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R7C1,8,BPT.RDP,,7
DDETAG008,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R8C1,8,BPT.RPM,,8
DDETAG009,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R9C1,8,BPT.VDF,,9
DDETAG010,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R10C1,8,CT8.DSP,,10
DDETAG011,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R11C1,8,ELN.RAD,,11
DDETAG012,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R12C1,8,ELN.RDP,,12
DDETAG013,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R13C1,8,ELN.RPM,,13
DDETAG014,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R14C1,8,EPC.AIS,,14
DDETAG015,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R15C1,8,EPC.RAD,,15
DDETAG016,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R16C1,8,EPC.RDP,,16
DDETAG017,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R17C1,8,EPC.RPM,,17
DDETAG018,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R18C1,8,EPC.VDF,,18
DDETAG019,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R19C1,8,EQP.CEP,,19
DDETAG020,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R20C1,8,EQP.DSP,,20
DDETAG021,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R21C1,8,EQP.ICS,,21
DDETAG022,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R22C1,8,EQP.MTG,,22
DDETAG023,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R23C1,8,EQP.RAD,,23
DDETAG024,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R24C1,8,EQP.RDP,,24
DDETAG025,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R25C1,8,EQP.RPM,,25
DDETAG026,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R26C1,8,EQP.RRP,,26
DDETAG027,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R27C1,8,KTA.RAD,,27
DDETAG028,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R28C1,8,KTA.RDP,,28
DDETAG029,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R29C1,8,KTA.RPM,,29
DDETAG030,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R30C1,8,KYC.RAD,,30
DDETAG031,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R31C1,8,KYC.RDP,,31
DDETAG032,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R32C1,8,KYC.RPM,,32
DDETAG033,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R33C1,8,KYC.VDF,,33
DDETAG034,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R34C1,8,MNT.DSP,,34
DDETAG035,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R35C1,8,MTP.AIS,,35
DDETAG036,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R36C1,8,RSS.CEP,,36
DDETAG037,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R37C1,8,RSS.DSP,,37
DDETAG038,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R38C1,8,RSS.RRP,,38
DDETAG039,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R39C1,8,SKC.AIS,,39
DDETAG040,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R40C1,8,SKC.RAD,,40
DDETAG041,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R41C1,8,SKC.RDP,,41
DDETAG042,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R42C1,8,SKC.RPM,,42
DDETAG043,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R43C1,8,SMR.RAD,,43
DDETAG044,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R44C1,8,SMR.RDP,,44
DDETAG045,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R45C1,8,SMR.RPM,,45
DDETAG046,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R46C1,8,TMS.AIS,,46
DDETAG047,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R47C1,8,VPK.AIS,,47
DDETAG048,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R48C1,8,VTC.DSP,,48
DDETAG049,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R49C1,8,WAG.RAD,,49
DDETAG050,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R50C1,8,WAG.RDP,,50
DDETAG051,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R51C1,8,WAG.RPM,,51
DDETAG052,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R52C1,8,WAG.VDF,,52
DDETAG053,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R53C1,8,DDE Tag053,,53
DDETAG054,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R54C1,8,DDE Tag054,,54
DDETAG055,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R55C1,8,DDE Tag055,,55
DDETAG056,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R56C1,8,DDE Tag056,,56
DDETAG057,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R57C1,8,DDE Tag057,,57
DDETAG058,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R58C1,8,DDE Tag058,,58
DDETAG059,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R59C1,8,DDE Tag059,,59
DDETAG060,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R60C1,8,DDE Tag060,,60
DDETAG061,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R61C1,8,DDE Tag061,,61
DDETAG062,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R62C1,8,DDE Tag062,,62
DDETAG063,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R63C1,8,DDE Tag063,,63
DDETAG064,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R64C1,8,DDE Tag064,,64
DDETAG065,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R65C1,8,DDE Tag065,,65
DDETAG066,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R66C1,8,DDE Tag066,,66
DDETAG067,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R67C1,8,DDE Tag067,,67
DDETAG068,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R68C1,8,DDE Tag068,,68
DDETAG069,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R69C1,8,DDE Tag069,,69
DDETAG070,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R70C1,8,DDE Tag070,,70
DDETAG071,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R71C1,8,DDE Tag071,,71
DDETAG072,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R72C1,8,DDE Tag072,,72
DDETAG073,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R73C1,8,DDE Tag073,,73
DDETAG074,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R74C1,8,DDE Tag074,,74
DDETAG075,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R75C1,8,DDE Tag075,,75
DDETAG076,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R76C1,8,DDE Tag076,,76
DDETAG077,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R77C1,8,DDE Tag077,,77
DDETAG078,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R78C1,8,DDE Tag078,,78
DDETAG079,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R79C1,8,DDE Tag079,,79
DDETAG080,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R80C1,8,DDE Tag080,,80
DDETAG081,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R81C1,8,DDE Tag081,,81
DDETAG082,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R82C1,8,DDE Tag082,,82
DDETAG083,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R83C1,8,DDE Tag083,,83
DDETAG084,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R84C1,8,DDE Tag084,,84
DDETAG085,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R85C1,8,DDE Tag085,,85
DDETAG086,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R86C1,8,DDE Tag086,,86
DDETAG087,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R87C1,8,DDE Tag087,,87
DDETAG088,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R88C1,8,DDE Tag088,,88
DDETAG089,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R89C1,8,DDE Tag089,,89
DDETAG090,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R90C1,8,DDE Tag090,,90
DDETAG091,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R91C1,8,DDE Tag091,,91
DDETAG092,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R92C1,8,DDE Tag092,,92
DDETAG093,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R93C1,8,DDE Tag093,,93
DDETAG094,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R94C1,8,DDE Tag094,,94
DDETAG095,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R95C1,8,DDE Tag095,,95
DDETAG096,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R96C1,8,DDE Tag096,,96
DDETAG097,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R97C1,8,DDE Tag097,,97
DDETAG098,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R98C1,8,DDE Tag098,,98
DDETAG099,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R99C1,8,DDE Tag099,,99
DDETAG100,Excel|C:\ProjMD\CMSProj\CMSComm\[CMSExcel.xls]Sheet1!R100C1,8,DDE Tag100,,100
